Element id: instructions-p, X: 964, Y: 465 [object MouseEvent] 1471019974248
Element id: backblockB, X: 1286, Y: 462 [object MouseEvent] 1471019976244
Element id: instructions-p, X: 1035, Y: 408 [object MouseEvent] 1471019977091
Element id: instructions-p, X: 1049, Y: 283 [object MouseEvent] 1471019979041
Element id: instructions-p, X: 1011, Y: 378 [object MouseEvent] 1471019980683
Element id: instructions-p, X: 375, Y: 327 [object MouseEvent] 1471019983477
Element id: instructions, X: 331, Y: 149 [object MouseEvent] 1471019986366
Element id: backblockB, X: 1192, Y: 445 [object MouseEvent] 1471019990607
Element id: instructions-p, X: 1049, Y: 446 [object MouseEvent] 1471019991560
Element id: instructions-p, X: 910, Y: 410 [object MouseEvent] 1471019994123
